user,item,rating,time
757,296,5,975456039
757,2858,5,975452627
757,441,4,975454712
757,1120,4,975458017
757,2861,3,975452927
757,2862,2,975458903
757,1127,4,975453868
757,2867,3,975454901
757,454,4,975457912
757,457,5,975561998
757,1136,4,975454311
757,608,4,975456039
757,466,3,975455378
757,2881,2,975452857
757,3686,4,975562183
757,2890,4,975457577
757,3697,2,975543315
757,3698,3,975453720
757,480,5,975453925
757,628,5,975458017
757,485,2,975455367
757,2100,3,975454776
757,3841,3,975455354
757,2107,2,975527777
757,2109,4,975454812
757,490,4,975562227
757,2111,3,975455079
757,2115,3,975453644
757,647,3,975457794
757,648,4,975453985
757,2120,3,975458205
757,2121,2,975562377
757,3863,4,975543301
757,2124,3,975454864
757,2126,3,975456704
757,3868,4,975454676
757,3869,3,975455166
757,1183,2,975561873
757,2133,3,975455120
757,2134,4,975455031
757,805,3,975458059
757,1339,4,975527478
757,1196,5,975453295
757,1197,4,975453577
757,1198,5,975453316
757,2140,3,975527172
757,1343,4,975527323
757,1347,3,975527447
757,671,4,975543245
757,2153,1,975454230
757,1352,2,975456704
757,688,3,975561888
757,2302,4,975454812
757,3107,3,975457811
757,1503,2,975455528
757,2161,4,975454037
757,2162,2,975454200
757,2167,4,975453961
757,832,3,975458100
757,3113,3,975452890
757,2315,3,975527726
757,1513,3,975453129
757,1370,4,975562046
757,1517,4,975454864
757,2174,3,975453396
757,1518,3,975562243
757,2320,3,975458218
757,2321,3,975454570
757,2329,4,975457721
757,1527,4,975543225
757,1382,3,975458871
757,852,3,975454666
757,2188,3,975452627
757,2334,3,975562277
757,2335,3,975455650
757,2338,2,975527683
757,2193,3,975453675
757,1391,2,975455190
757,2194,4,975453577
757,2195,3,975455448
757,1393,3,975457632
757,1394,3,975454328
757,1396,4,975456103
757,1544,3,975454131
757,879,3,975527601
757,2353,5,975562164
757,1552,3,975454004
757,1556,1,975562514
757,2502,3,975453031
757,2505,3,975562514
757,2506,2,975457871
757,1704,5,975457577
757,1562,2,975454176
757,2513,3,975527619
757,1711,3,975454934
757,2371,4,975454776
757,2372,3,975455230
757,3175,3,975452927
757,2373,2,975453772
757,1717,2,975527570
757,3176,3,975453201
757,2375,3,975455515
757,1573,3,975543256
757,2376,3,975453675
757,104,4,975454918
757,2378,2,975455120
757,3324,3,975455190
757,1721,5,975457871
757,1722,3,975562164
757,1580,3,975453891
757,111,3,975457488
757,2384,3,975454621
757,112,3,975456566
757,1729,4,975456103
757,2386,2,975459270
757,1584,3,975457689
757,2387,3,975455325
757,2389,3,975456749
757,2391,3,975456056
757,1590,2,975543091
757,2539,4,975454745
757,2395,3,975453129
757,1597,3,975543077
757,1598,3,975456647
757,2540,2,975456723
757,2541,2,975452830
757,2542,3,975454391
757,2548,2,975527777
757,1747,3,975454653
757,3354,2,975453014
757,1752,2,975562408
757,1754,3,975543077
757,2558,3,975455303
757,141,4,975454961
757,2701,2,975453222
757,2702,2,975453201
757,2706,5,975452627
757,2560,3,975453100
757,2707,3,975452655
757,2561,3,975456647
757,1760,2,975455283
757,1762,3,975527541
757,1909,4,975562123
757,2568,1,975453014
757,150,4,975457465
757,1769,3,975562330
757,153,2,975456704
757,3510,4,975452927
757,2710,1,975452680
757,2712,3,975452890
757,2713,2,975452992
757,1911,3,975452857
757,1912,3,975456083
757,2716,5,975452952
757,2717,3,975455558
757,2571,5,975453442
757,2718,4,975452857
757,2719,2,975452952
757,1917,4,975454114
757,1771,2,975527665
757,1918,3,975455251
757,1777,3,975454776
757,161,3,975561860
757,1779,3,975454131
757,165,4,975562258
757,2720,2,975452975
757,2722,3,975452830
757,1920,3,975527190
757,2723,3,975453031
757,3527,4,975453604
757,1923,5,975454635
757,2580,4,975452952
757,3386,3,975457763
757,3387,3,975455411
757,1784,4,975454464
757,2587,3,975455626
757,316,3,975454060
757,317,3,975454961
757,318,5,975456808
757,3534,2,975452627
757,2735,3,975453720
757,2736,4,975455017
757,1792,3,975562292
757,3397,4,975454978
757,2597,2,975455706
757,2598,3,975453100
757,180,4,975455052
757,2599,4,975452890
757,328,2,975527565
757,185,3,975543362
757,1003,3,975458567
757,1006,2,975458132
757,10,3,975453985
757,333,3,975455150
757,11,3,975454934
757,193,2,975459023
757,3552,3,975454598
757,2752,3,975455342
757,3555,3,975562209
757,1017,4,975453868
757,344,4,975455448
757,349,4,975453941
757,3705,3,975562530
757,1022,3,975542873
757,2762,5,975453154
757,2763,3,975453201
757,1027,4,975458611
757,1029,3,975542873
757,350,4,975457967
757,1968,4,975454544
757,32,3,975457385
757,356,4,975454621
757,34,4,975454430
757,3712,3,975455102
757,2916,4,975453868
757,2770,4,975452680
757,2918,4,975454529
757,1970,2,975527639
757,1971,2,975527639
757,1036,5,975453577
757,1037,2,975562350
757,364,3,975542887
757,45,3,975457811
757,368,3,975454988
757,47,5,975456083
757,1982,2,975527401
757,512,2,975527527
757,1047,4,975562183
757,50,5,975453429
757,374,2,975455625
757,377,4,975562090
757,3591,3,975454901
757,2791,4,975454529
757,2792,3,975455411
757,520,3,975455572
757,1991,2,975527527
757,2794,4,975455411
757,2795,5,975454481
757,2796,3,975455390
757,1994,3,975562046
757,1057,3,975455265
757,2797,4,975453396
757,380,4,975453941
757,527,5,975456842
757,62,3,975458003
757,69,4,975454555
757,2000,5,975453577
757,3740,3,975453675
757,2001,4,975453644
757,2002,3,975456627
757,1200,4,975561806
757,2003,3,975454776
757,2005,4,975453891
757,2006,4,975454004
757,1206,2,975543166
757,1060,4,975454529
757,1061,3,975456130
757,70,4,975455052
757,539,3,975455068
757,79,3,975458689
757,2011,3,975454745
757,2012,3,975455017
757,1210,5,975453342
757,3755,4,975454081
757,1214,4,975453316
757,1215,4,975453868
757,1219,3,975527349
757,1073,3,975453908
757,2959,3,975452927
757,543,3,975455208
757,89,3,975562164
757,1220,3,975454529
757,2026,3,975527505
757,2027,3,975455683
757,2028,5,975453295
757,551,3,975454430
757,1088,3,975542927
757,1089,4,975452451
757,95,3,975562304
757,2974,1,975527743
757,1092,4,975543047
757,707,2,975456704
757,708,3,975454830
757,1097,5,975453396
757,1240,4,975453342
757,1242,4,975453342
757,1247,4,975457400
758,1270,4,975718822
758,1276,5,975718822
758,2268,4,975719570
758,3087,4,975452303
758,2291,3,975719442
758,3252,3,975719487
758,3255,3,975719599
758,2628,3,975452267
758,1694,2,975719487
758,2804,5,975718822
758,296,4,975719251
758,1136,4,975718794
758,1304,4,975718822
758,1179,3,975719442
758,2126,3,975452613
758,1393,4,975719599
758,1394,4,975718794
758,3147,4,975719462
758,1704,5,975719270
758,110,4,975719372
758,3386,4,975719548
758,318,5,975719230
758,32,4,975719599
758,356,5,975452303
758,36,5,975719442
758,527,5,975719230
758,62,4,975719599
758,1210,4,975452344
758,1079,5,975718822
759,587,3,975453125
759,3,3,975453492
759,7,3,975453492
759,1409,3,975453168
759,1265,5,975451897
759,597,5,975453234
759,1290,4,975452690
759,3044,4,975452373
759,2243,4,975452116
759,1441,4,975453336
759,2248,4,975452213
759,916,5,975452164
759,920,4,975451551
759,925,2,975453125
759,2406,4,975452865
759,930,5,975451842
759,932,4,975452557
759,943,4,975451797
759,945,4,975451748
759,2424,3,975453439
759,956,4,975451842
759,2291,4,975452254
759,3097,4,975452116
759,3099,3,975452785
759,969,5,975452116
759,3244,5,975452349
759,1643,4,975452164
759,3257,2,975453616
759,2457,4,975451551
759,3261,3,975452785
759,3269,3,975453421
759,2469,3,975453301
759,3414,3,975453234
759,1674,4,975452213
759,207,2,975453365
759,2629,3,975453594
759,2485,4,975453421
759,222,4,975452849
759,237,2,975453492
759,252,2,975453421
759,3614,4,975453190
759,2671,5,975452373
759,3475,3,975452557
759,265,3,975452213
759,1888,3,975453467
759,276,3,975453594
759,3638,3,975453365
759,289,3,975453301
759,440,5,975452557
759,2875,3,975453234
759,468,4,975453336
759,3684,4,975452740
759,471,1,975452761
759,3699,5,975452740
759,480,2,975451514
759,1188,4,975452349
759,804,1,975453686
759,2145,3,975453168
759,1353,4,975453510
759,3108,3,975451842
759,691,2,975453301
759,1380,4,975452521
759,852,4,975452785
759,1393,4,975452690
759,3144,3,975453633
759,1541,1,975453301
759,2369,4,975451842
759,1569,3,975453035
759,898,5,975451748
759,899,5,975452090
759,122,2,975453421
759,2396,5,975451897
759,140,4,975453568
759,3512,3,975453234
759,2570,4,975452849
759,3375,4,975451588
759,3524,4,975453336
759,3528,3,975453616
759,1947,5,975452238
759,195,3,975453568
759,3705,2,975453809
759,351,3,975453125
759,356,4,975453234
759,357,5,975452373
759,39,5,975452116
759,361,4,975453466
759,378,2,975453466
759,2791,5,975451588
759,380,4,975453421
759,2941,4,975453168
759,2942,4,975453594
759,539,3,975452557
759,2025,3,975452521
759,1226,5,975452349
759,1088,5,975452521
759,1230,3,975451797
759,708,4,975452956
760,1249,5,975452174
760,1250,5,975451144
760,1259,5,975452573
760,589,4,975451334
760,593,5,975452380
760,1282,1,975451144
760,1293,5,975452191
760,1299,4,975452441
760,923,4,975452318
760,3083,5,975452524
760,2427,5,975948353
760,2291,5,975451144
760,3094,5,975452441
760,2609,4,975452639
760,1673,4,975451257
760,1699,5,975452212
760,242,5,975451238
760,246,5,975451862
760,3468,4,975452251
760,266,5,975451334
760,2686,3,975948289
760,2837,4,975451292
760,290,5,975451748
760,299,4,975452639
760,2858,5,975451144
760,608,5,975452278
760,611,4,975451334
760,480,3,975451238
760,1300,5,975452461
760,648,4,975451430
760,1185,4,975452441
760,653,2,975450882
760,1339,4,975450978
760,1193,5,975451862
760,2333,5,975452639
760,1394,4,975451982
760,1704,4,975452573
760,896,4,975452639
760,898,4,975452594
760,1580,3,975451197
760,1734,4,975451791
760,121,4,975450926
760,3535,5,975948259
760,3545,4,975452461
760,3548,3,975451035
760,1952,5,975452134
760,1957,5,975452573
760,25,4,975452069
760,2908,2,975452134
760,1965,4,975451257
760,356,4,975451035
760,39,5,975452594
760,2915,4,975452573
760,1046,5,975452233
760,58,4,975452153
760,527,4,975451982
760,385,4,975452278
760,1204,4,975451862
760,1219,5,975452350
760,541,4,975452134
760,1225,5,975452504
760,1097,4,975451006
760,1247,5,975452174
760,714,5,975451606
761,3793,5,975451053
761,589,5,975451405
761,1,4,975451381
761,3948,4,975451290
761,924,5,975451234
761,780,5,975451188
761,2105,4,975450721
761,3114,5,975451381
761,2325,5,975451333
761,3147,5,975451166
761,1590,4,975451258
761,2706,5,975451319
761,2571,5,975451206
761,1917,3,975450661
761,2582,5,975450755
761,2916,5,975450679
761,3578,5,975451346
761,3745,4,975451083
761,2028,5,975450740
761,1240,3,975451413
762,3793,4,975451616
762,2054,4,975451195
762,1270,4,975450959
762,750,4,975450921
762,3033,5,975451169
762,1291,2,975451544
762,924,4,975450921
762,780,4,975451090
762,788,3,975451112
762,2406,2,975451746
762,3213,3,975450635
762,3082,4,975451708
762,2628,5,975451053
762,1831,3,975451247
762,2641,4,975451131
762,1876,2,975451210
762,260,5,975450800
762,3639,5,975451512
762,480,5,975451032
762,1196,5,975450548
762,1198,3,975451332
762,1356,5,975451053
762,1372,3,975451090
762,1373,3,975450570
762,1374,2,975450959
762,1375,2,975451210
762,1376,4,975450996
762,858,3,975450502
762,1544,4,975451247
762,3175,4,975450959
762,1721,1,975450524
762,2393,4,975451169
762,329,3,975451195
762,10,5,975451727
762,1962,3,975450524
762,3715,5,975450570
762,3745,5,975451169
762,1204,3,975450672
762,2947,3,975451637
762,2948,5,975451465
762,2949,4,975451430
762,2011,4,975451017
762,2012,5,975451131
762,1210,5,975450921
762,2028,2,975451556
762,2968,4,975450996
763,2997,4,975451788
763,3946,3,975450858
763,3948,5,975450750
763,1270,4,975450358
763,1287,5,975451806
763,919,4,975451775
763,260,5,975451600
763,1136,5,975451474
763,3863,2,975450770
763,3871,2,975451775
763,1196,4,975451218
763,1198,4,975451418
763,3895,3,975450895
763,3107,4,975450466
763,2329,3,975451939
763,1387,4,975451892
763,1562,2,975450358
763,1721,3,975450420
763,3327,4,975451248
763,1949,3,975451892
763,1036,5,975451939
763,2003,2,975450466
763,1213,4,975451474
763,541,5,975451517
763,1225,4,975451733
763,3911,4,975450693
764,2987,5,975450912
764,3936,5,975451749
764,2054,4,975454371
764,1256,5,975451231
764,592,5,975453794
764,594,5,975451299
764,596,5,975451585
764,2072,5,975454529
764,1270,5,975453743
764,1275,5,975453611
764,2080,5,975452006
764,2081,5,975454043
764,1282,5,975451507
764,2085,5,975452579
764,1286,5,975454371
764,1287,4,975451944
764,3034,5,975453245
764,2090,5,975453281
764,2093,5,975450739
764,1291,5,975453677
764,1293,5,975453647
764,2096,5,975452069
764,1298,5,975453794
764,919,5,975451231
764,2407,5,975454014
764,3074,3,975453155
764,2420,5,975454252
764,3081,5,975450802
764,2428,2,975450435
764,3087,5,975454104
764,952,5,975452145
764,953,3,975451626
764,2470,5,975454163
764,2471,3,975450018
764,2478,5,975454392
764,2628,5,975450018
764,2640,2,975453155
764,2641,2,975454284
764,3448,5,975453998
764,3608,4,975453847
764,2806,5,975450858
764,2662,3,975452069
764,3469,5,975452400
764,3479,5,975453794
764,260,5,975452849
764,2857,5,975452476
764,2862,5,975454796
764,2863,5,975452476
764,1125,5,975453187
764,3671,2,975453051
764,2872,5,975453910
764,616,5,975453091
764,2100,5,975453977
764,2105,5,975454104
764,2115,5,975454043
764,2116,5,975453187
764,3868,3,975454043
764,1334,5,975452215
764,2137,5,975453091
764,2139,5,975453932
764,1193,5,975452849
764,1196,5,975453611
764,1197,5,975453629
764,1198,5,975453539
764,2140,5,975454163
764,2141,5,975454339
764,2150,5,975453743
764,2151,3,975454252
764,3108,5,975449946
764,2163,5,975454442
764,1371,5,975453403
764,1373,3,975454588
764,1376,2,975454104
764,1380,5,975453367
764,1387,3,975452883
764,3157,5,975450802
764,2355,4,975450274
764,3159,5,975450435
764,2366,4,975451231
764,3175,2,975450499
764,2378,3,975454284
764,2524,5,975453403
764,2528,5,975453281
764,110,5,975449946
764,2529,5,975452618
764,1587,5,975454477
764,2700,5,975450802
764,2710,5,975450194
764,2716,4,975450535
764,3524,5,975454284
764,2723,4,975450671
764,3388,4,975454503
764,3534,4,975450018
764,1931,5,975451338
764,3399,5,975454163
764,2746,5,975454104
764,1008,4,975452215
764,1947,5,975452519
764,1951,5,975452658
764,1014,5,975452755
764,1016,2,975452215
764,1954,5,975453187
764,1017,4,975452618
764,1956,5,975453794
764,24,5,975450703
764,2761,5,975450585
764,2762,5,975450771
764,1960,5,975453702
764,1023,5,975452677
764,1025,5,975452658
764,1028,5,975452519
764,1029,5,975451684
764,1030,5,975453403
764,1032,5,975452033
764,1035,3,975452658
764,2780,5,975452618
764,2782,5,975452497
764,2796,4,975454503
764,2797,5,975453847
764,1997,2,975452968
764,2005,5,975453977
764,3745,5,975450858
764,1204,5,975452348
764,1207,5,975452400
764,1210,5,975453743
764,2014,5,975453437
764,2019,5,975451903
764,1073,5,975453051
764,2959,5,975450499
764,541,5,975453517
764,2021,2,975454199
764,2968,5,975453677
764,1085,2,975452145
764,1088,5,975454371
764,2033,5,975453998
764,2038,4,975450274
764,1097,5,975453847
764,2043,5,975452267
764,2985,2,975453977
765,2987,4,975452413
765,2989,3,975452849
765,3937,3,975450068
765,3791,4,975453396
765,2990,3,975452960
765,2054,4,975450808
765,1252,3,975611624
765,1253,4,975450508
765,1257,3,975452326
765,1259,4,975452290
765,586,4,975613063
765,587,4,975612512
765,588,4,975453969
765,589,5,975451683
765,1,5,975451744
765,2,3,975611990
765,3004,2,975612857
765,5,4,975613098
765,2067,4,975454269
765,1265,3,975451777
765,733,5,975611861
765,590,5,975611887
765,736,5,975611990
765,737,2,975451101
765,592,4,975452556
765,593,4,975451720
765,595,4,975453912
765,597,4,975612733
765,1270,5,975450238
765,1272,3,975454301
765,1275,4,975452698
765,2078,4,975453912
765,745,4,975453871
765,2080,4,975453969
765,2081,5,975449726
765,1425,5,975613029
765,1282,3,975453912
765,750,3,975450238
765,2087,3,975454045
765,2088,1,975612189
765,3033,3,975613098
765,3036,2,975611965
765,2090,3,975454070
765,3039,4,975452413
765,1290,4,975452889
765,903,3,975611654
765,1291,5,975452107
765,904,4,975611624
765,2094,4,975450901
765,1294,3,975454269
765,761,3,975612126
765,908,5,975613370
765,2099,3,975454011
765,1297,4,975452779
765,1298,3,975452889
765,2240,4,975453025
765,2243,2,975452556
765,2245,3,975452779
765,1445,4,975454576
765,912,4,975451416
765,2248,4,975452246
765,919,3,975611809
765,924,3,975450355
765,780,5,975454399
765,2402,4,975454532
765,2404,3,975454532
765,2405,3,975453266
765,3062,4,975454443
765,2406,4,975452591
765,2407,4,975450647
765,2261,2,975453025
765,1606,4,975612231
765,2265,3,975612286
765,1465,4,975451632
765,2268,4,975452001
765,934,3,975612585
765,798,2,975612189
765,799,3,975612812
765,3210,4,975452496
765,2413,3,975453345
765,3070,3,975450856
765,1617,5,975451632
765,1476,5,975612585
765,2420,3,975452990
765,2421,3,975612087
765,2423,4,975452732
765,2424,5,975612840
765,2429,4,975612015
765,3087,4,975612793
765,1485,4,975612935
765,952,3,975611831
765,969,3,975454269
765,2450,3,975612246
765,3253,5,975612812
765,3255,5,975612542
765,2454,2,975450901
765,2455,2,975450647
765,2459,1,975449726
765,3263,3,975613029
765,1663,3,975452459
765,2613,3,975451060
765,2615,3,975450969
765,2470,4,975452732
765,3273,3,975611753
765,2617,5,975611938
765,2471,4,975612126
765,2474,3,975453025
765,2476,3,975453233
765,1674,3,975452372
765,2478,3,975453438
765,1676,4,975454443
765,208,3,975612066
765,3421,3,975612402
765,2628,4,975450691
765,1831,4,975451137
765,1690,4,975451060
765,223,3,975454647
765,2499,4,975612605
765,3441,4,975453345
765,2640,3,975450585
765,2641,2,975453095
765,2642,2,975612189
765,3448,4,975452698
765,236,4,975613063
765,2657,3,975450585
765,247,2,975452036
765,2802,4,975453396
765,3608,2,975612904
765,2662,3,975450416
765,2664,3,975450295
765,1863,2,975613063
765,3614,4,975612873
765,3471,3,975450295
765,2816,2,975454576
765,2671,5,975612646
765,3477,5,975455312
765,3479,3,975452779
765,1876,4,975450856
765,260,4,975450238
765,266,3,975454443
765,3623,3,975455141
765,2822,2,975612045
765,1882,4,975451243
765,3489,5,975611990
765,2687,5,975453969
765,3491,3,975452556
765,3638,3,975450901
765,3494,3,975611887
765,1894,4,975612045
765,2699,4,975450647
765,1101,4,975452960
765,3643,4,975454443
765,434,3,975611965
765,296,5,975451720
765,441,5,975612733
765,3802,3,975451137
765,1127,4,975450416
765,1129,4,975450691
765,455,3,975612210
765,457,4,975451822
765,3671,4,975612462
765,2872,3,975452496
765,1135,2,975452960
765,3677,3,975451683
765,1136,4,975454647
765,466,3,975454496
765,3825,3,975455058
765,3827,3,975450647
765,3684,3,975452889
765,610,5,975450808
765,1148,5,975451595
765,3834,2,975453438
765,3836,5,975454399
765,2890,2,975454301
765,3697,3,975450969
765,3698,3,975450856
765,3699,2,975450585
765,480,5,975450508
765,2100,3,975452496
765,1301,4,975450416
765,1302,5,975452290
765,3844,4,975453308
765,2105,2,975450808
765,1304,4,975612512
765,1307,4,975452372
765,2110,3,975453163
765,2115,3,975452849
765,648,4,975455141
765,3861,5,975454983
765,1320,3,975451029
765,1321,3,975452591
765,2126,4,975611771
765,3868,3,975452655
765,1183,4,975454353
765,653,3,975611887
765,2133,3,975452990
765,2134,4,975453095
765,2135,3,975611887
765,1193,4,975613301
765,1196,4,975450238
765,1197,3,975452156
765,1198,5,975452107
765,1199,2,975450508
765,2140,4,975450585
765,2144,4,975449726
765,2145,4,975452990
765,810,1,975614134
765,2146,3,975453131
765,671,5,975450238
765,2150,2,975612793
765,1356,3,975450295
765,1358,4,975451683
765,1359,3,975612045
765,2302,5,975612733
765,1500,5,975454710
765,3105,5,975451873
765,3108,4,975612857
765,2161,2,975453131
765,2311,3,975453056
765,3114,4,975451683
765,1517,4,975612840
765,1371,4,975451101
765,2174,4,975612529
765,1372,4,975611861
765,1373,3,975451137
765,1374,3,975450416
765,1375,3,975450770
765,1376,3,975450585
765,1377,4,975612015
765,1378,4,975453095
765,2321,4,975452001
765,1380,5,975612935
765,1527,4,975450691
765,2193,4,975452889
765,1391,4,975451198
765,2194,3,975452413
765,1393,3,975451822
765,1394,5,975452156
765,1396,4,975450416
765,3147,5,975451918
765,2346,1,975450901
765,1544,4,975451167
765,2352,3,975452413
765,1552,5,975611990
765,2501,5,975451777
765,2502,4,975612512
765,1704,4,975451918
765,1562,3,975612158
765,3168,3,975611861
765,1566,4,975454105
765,2369,2,975453131
765,1711,3,975611734
765,2517,3,975453266
765,2371,4,975452889
765,2372,4,975453233
765,3175,4,975450295
765,3176,1,975453734
765,2376,3,975453438
765,2378,3,975453233
765,1721,5,975455180
765,2527,3,975450901
765,2528,2,975450770
765,1580,4,975450647
765,110,4,975451822
765,2529,3,975450585
765,112,4,975611938
765,1586,4,975454469
765,1587,3,975453345
765,1589,2,975611734
765,1732,3,975611753
765,2537,2,975612269
765,1591,2,975451137
765,2396,4,975451683
765,1747,4,975612558
765,1748,2,975450295
765,3505,4,975452459
765,3361,3,975452193
765,3362,2,975612402
765,2706,3,975612585
765,3363,3,975612419
765,1762,3,975450969
765,1909,3,975450508
765,150,5,975613268
765,153,4,975612126
765,2716,5,975452290
765,2571,4,975450295
765,1917,5,975451029
765,303,4,975612066
765,1777,4,975612662
765,161,4,975454301
765,2720,3,975612231
765,3524,3,975453194
765,1920,4,975454135
765,3525,2,975453163
765,2723,3,975611990
765,3526,4,975452698
765,3527,4,975450508
765,1923,4,975612529
765,2583,4,975611734
765,3386,5,975611671
765,1784,5,975612387
765,316,4,975450856
765,317,3,975613003
765,318,4,975451416
765,2735,4,975453488
765,327,2,975451243
765,329,3,975611938
765,2746,3,975452698
765,1009,3,975612045
765,15,4,975612210
765,339,4,975612904
765,3552,3,975452459
765,1019,3,975450508
765,1958,3,975453056
765,21,3,975612431
765,3701,3,975450770
765,3702,5,975450416
765,3703,4,975450238
765,2901,1,975450969
765,3704,3,975450808
765,3707,4,975453345
765,1020,3,975612904
765,2761,4,975453871
765,1961,4,975452156
765,1962,5,975452413
765,1967,2,975611911
765,1968,5,975452372
765,32,4,975450508
765,356,5,975454331
765,34,3,975451822
765,2915,4,975452372
765,2916,4,975450355
765,2918,5,975612419
765,1033,3,975453233
765,1036,5,975452107
765,1037,3,975450969
765,364,5,975453969
765,367,3,975612605
765,368,4,975612812
765,48,5,975454105
765,1042,5,975612662
765,513,5,975611689
765,515,4,975451967
765,1049,4,975611965
765,372,2,975612840
765,3591,4,975453131
765,2791,3,975452326
765,2792,3,975453308
765,520,3,975449726
765,2795,4,975452732
765,2797,4,975452372
765,380,5,975611861
765,527,4,975451388
765,2000,5,975452326
765,3740,4,975452960
765,2001,4,975452779
765,2002,4,975613098
765,1200,5,975450295
765,2003,3,975452812
765,2005,4,975453095
765,2006,3,975611911
765,1204,4,975454209
765,1208,3,975454269
765,70,4,975613079
765,539,4,975613029
765,2011,5,975450691
765,3751,4,975453871
765,2012,5,975450969
765,1210,4,975449726
765,2950,4,975612269
765,2013,3,975612015
765,1213,4,975451388
765,3755,4,975612066
765,1215,4,975450238
765,2956,3,975453308
765,1073,3,975611911
